code10,univtxt
1205301010,新潟大 教育 学校／家庭科 前
1205301110,新潟大 教育 学校／特別支 前
1205301310,新潟大 教育 学校／教育学 前
1205301410,新潟大 教育 学校／教育心 前
1205370010,新潟大 創生  前
1205370211,新潟大 創生 創生／創生学 前
1205370212,新潟大 創生 創生／創生学 前
1205370311,新潟大 創生 創生／ＤＸ共 前
1205370312,新潟大 創生 創生／ＤＸ共 前
1205420010,新潟大 理  前
1205420020,新潟大 理  後
1205420711,新潟大 理 理 前
1205420712,新潟大 理 理 前
1205420713,新潟大 理 理 前
1205420720,新潟大 理 理 後
1205460010,新潟大 工  前
1205460020,新潟大 工  後
1205460816,新潟大 工 工 前
1205460817,新潟大 工 工 前
1205460820,新潟大 工 工 後
1205550010,新潟大 医  前
1205550020,新潟大 医  後
1205550110,新潟大 医 医 前
1205550310,新潟大 医 保健／看護学 前
1205550320,新潟大 医 保健／看護学 後
1205550410,新潟大 医 保健／放射線 前
1205550420,新潟大 医 保健／放射線 後
1205550510,新潟大 医 保健／検査技 前
1205550520,新潟大 医 保健／検査技 後
1205580010,新潟大 歯  前
1205580020,新潟大 歯  後
1205580110,新潟大 歯 歯 前
1205580120,新潟大 歯 歯 後
1205580210,新潟大 歯 口腔生命福祉 前
1205720010,新潟大 農  前
1205720020,新潟大 農  後
1205720410,新潟大 農 農 前
1205720420,新潟大 農 農 後
1128470010,東京海洋大 海洋工  前
1128470020,東京海洋大 海洋工  後
1128470110,東京海洋大 海洋工 海洋電子機械 前
1128470120,東京海洋大 海洋工 海洋電子機械 後
1128470210,東京海洋大 海洋工 海事シス工 前
1128470220,東京海洋大 海洋工 海事シス工 後
1128470310,東京海洋大 海洋工 流通情報工 前
1128470320,東京海洋大 海洋工 流通情報工 後
1128750010,東京海洋大 海洋生命  前
1128750020,東京海洋大 海洋生命  後
1128750110,東京海洋大 海洋生命 海洋生物資源 前
1128750120,東京海洋大 海洋生命 海洋生物資源 後
1128750210,東京海洋大 海洋生命 食品生産科学 前
1128750220,東京海洋大 海洋生命 食品生産科学 後
1128750310,東京海洋大 海洋生命 海洋政策文化 前
1128750320,東京海洋大 海洋生命 海洋政策文化 後
1128760010,東京海洋大 海洋資源  前
1128760020,東京海洋大 海洋資源  後
1128760110,東京海洋大 海洋資源 海洋環境科学 前
1128760120,東京海洋大 海洋資源 海洋環境科学 後
1128760210,東京海洋大 海洋資源 海洋資源エネ 前
1128760220,東京海洋大 海洋資源 海洋資源エネ 後
1150030010,東京外大 言語文化  前
1150030110,東京外大 言語文化 言文／英語 前
1150030210,東京外大 言語文化 言文／ドイツ 前
1150030510,東京外大 言語文化 言文／フラン 前
1150030610,東京外大 言語文化 言文／イタリ 前
1150030710,東京外大 言語文化 言文／スペイ 前
1150030810,東京外大 言語文化 言文／ポルト 前
1150030910,東京外大 言語文化 言文／ロシア 前
1150031210,東京外大 言語文化 言文／中国語 前
1150031310,東京外大 言語文化 言文／朝鮮語 前
1150032810,東京外大 言語文化 言文／中欧 前
1150032910,東京外大 言語文化 言文／中央ア 前
1150033010,東京外大 言語文化 言文／東南１ 前
1150033110,東京外大 言語文化 言文／東南２ 前
1150033210,東京外大 言語文化 言文／南アジ 前
1150033310,東京外大 言語文化 言文／中東 前
1150270010,東京外大 国際社会  前
1150270020,東京外大 国際社会  後
1150271810,東京外大 国際社会 国社／中央ヨ 前
1150271820,東京外大 国際社会 国社／中央ヨ 後
1150271910,東京外大 国際社会 国社／西南ヨ 前
1150271920,東京外大 国際社会 国社／西南ヨ 後
1150272510,東京外大 国際社会 国社／東アジ 前
1150272520,東京外大 国際社会 国社／東アジ 後
1150272710,東京外大 国際社会 国社／東南１ 前
1150272720,東京外大 国際社会 国社／東南１ 後
1150272810,東京外大 国際社会 国社／東南２ 前
1150272820,東京外大 国際社会 国社／東南２ 後
1150272910,東京外大 国際社会 国社／南アジ 前
1150272920,東京外大 国際社会 国社／南アジ 後
1150273010,東京外大 国際社会 国社／中東 前
1150273020,東京外大 国際社会 国社／中東 後
1150273110,東京外大 国際社会 国社／アフリ 前
1150273120,東京外大 国際社会 国社／アフリ 後
1150273210,東京外大 国際社会 国社／オセア 前
1150273310,東京外大 国際社会 国社／北西ヨ 前
1150273320,東京外大 国際社会 国社／北西ヨ 後
1150273410,東京外大 国際社会 国社／イベラ 前
1150273420,東京外大 国際社会 国社／イベラ 後
1150273520,東京外大 国際社会 国社／ロ・中 後
1150273610,東京外大 国際社会 国社／ロシア 前
1150273710,東京外大 国際社会 国社／中央ア 前
1150330010,東京外大 国際日本  前
1150330110,東京外大 国際日本 国際日本 前
1140910010,東京大 文科一類  前
1140920010,東京大 文科二類  前
1140930010,東京大 文科三類  前
1140940010,東京大 理科一類  前
1140950010,東京大 理科二類  前
1140960010,東京大 理科三類  前
1155300010,東京学芸大 教育  前
1155300020,東京学芸大 教育  後
1155300110,東京学芸大 教育 学校／中音楽 前
1155300210,東京学芸大 教育 学校／中美術 前
1155300310,東京学芸大 教育 学校／中保健 前
1155300410,東京学芸大 教育 学校／中家庭 前
1155300510,東京学芸大 教育 学校／中技術 前
1155300610,東京学芸大 教育 学校／中英語 前
1155300710,東京学芸大 教育 学校／中書道 前
1155301810,東京学芸大 教育 学校／中情報 前
1155301910,東京学芸大 教育 学校／特別支 前
1155302010,東京学芸大 教育 学校／養護教 前
1155305610,東京学芸大 教育 教育／生涯学 前
1155305620,東京学芸大 教育 教育／生涯学 後
1155305710,東京学芸大 教育 教育／カウン 前
1155305810,東京学芸大 教育 教育／ソーシ 前
1155305910,東京学芸大 教育 教育／多文化 前
1155305920,東京学芸大 教育 教育／多文化 後
1155306010,東京学芸大 教育 教育／情報教 前
1155306020,東京学芸大 教育 教育／情報教 後
1155306110,東京学芸大 教育 教育／表現教 前
1155306210,東京学芸大 教育 教育／生涯ス 前
1155306310,東京学芸大 教育 学校／初国語 前
1155306320,東京学芸大 教育 学校／初国語 後
1155306410,東京学芸大 教育 学校／初社会 前
1155306420,東京学芸大 教育 学校／初社会 後
1155306510,東京学芸大 教育 学校／初数学 前
1155306520,東京学芸大 教育 学校／初数学 後
1155306610,東京学芸大 教育 学校／初理科 前
1155306620,東京学芸大 教育 学校／初理科 後
1155306710,東京学芸大 教育 学校／初音楽 前
1155306720,東京学芸大 教育 学校／初音楽 後
1155306810,東京学芸大 教育 学校／初美術 前
1155306910,東京学芸大 教育 学校／初保健 前
1155307010,東京学芸大 教育 学校／初家庭 前
1155307110,東京学芸大 教育 学校／初英語 前
1155307210,東京学芸大 教育 学校／学校教 前
1155307220,東京学芸大 教育 学校／学校教 後
1155307310,東京学芸大 教育 学校／学校心 前
1155307410,東京学芸大 教育 学校／国際教 前
1155308310,東京学芸大 教育 学校／環境教 前
1155308410,東京学芸大 教育 学校／初もの 前
1155308510,東京学芸大 教育 学校／初幼児 前
1155308610,東京学芸大 教育 学校／中国語 前
1155309710,東京学芸大 教育 学校／中社会 前
1155309720,東京学芸大 教育 学校／中社会 後
1155309810,東京学芸大 教育 学校／中数学 前
1155309820,東京学芸大 教育 学校／中数学 後
1155309910,東京学芸大 教育 学校／中理科 前
1155309920,東京学芸大 教育 学校／中理科 後
1165430010,東京科学大 理  前
1165480010,東京科学大 工  前
1165490010,東京科学大 物質理工  前
1165500010,東京科学大 情報理工  前
1165510010,東京科学大 生命理工  前
1165510110,東京科学大 生命理工 生命理工学系 前
1165520010,東京科学大 環境社会  前
1165550010,東京科学大 医  前
1165550020,東京科学大 医  後
1165550110,東京科学大 医 医 前
1165550120,東京科学大 医 医 後
1165550210,東京科学大 医 保健／看護学 前
1165550310,東京科学大 医 保健／検査技 前
1165550320,東京科学大 医 保健／検査技 後
1165580010,東京科学大 歯  前
1165580020,東京科学大 歯  後
1165580110,東京科学大 歯 歯 前
1165580120,東京科学大 歯 歯 後
1165580210,東京科学大 歯 口腔／保健衛 前
1165580310,東京科学大 歯 口腔／保健工 前
1160830010,東京芸大 美術  前
1160830110,東京芸大 美術 絵画／油画 前
1160830210,東京芸大 美術 絵画／日本画 前
1160830310,東京芸大 美術 建築 前
1160830410,東京芸大 美術 芸術 前
1160830510,東京芸大 美術 工芸 前
1160830610,東京芸大 美術 彫刻 前
1160830710,東京芸大 美術 デザイン 前
1160830810,東京芸大 美術 先端芸術表現 前
1160840010,東京芸大 音楽  前
1160840110,東京芸大 音楽 楽理 前
1160840610,東京芸大 音楽 作曲 前
1160840710,東京芸大 音楽 指揮 前
1160840810,東京芸大 音楽 声楽 前
1160840910,東京芸大 音楽 邦楽 前
1160841110,東京芸大 音楽 音楽環境創造 前
1160841210,東京芸大 音楽 器楽 前
1180460010,東京農工大 工  前
1180460020,東京農工大 工  後
1180460110,東京農工大 工 機械シス工 前
1180460120,東京農工大 工 機械シス工 後
1180460410,東京農工大 工 生命工 前
1180460420,東京農工大 工 生命工 後
1180461110,東京農工大 工 応用化 前
1180461120,東京農工大 工 応用化 後
1180461210,東京農工大 工 化学物理工 前
1180461220,東京農工大 工 化学物理工 後
1180461310,東京農工大 工 生体医用シス 前
1180461320,東京農工大 工 生体医用シス 後
1180461410,東京農工大 工 知能情報シス 前
1180461420,東京農工大 工 知能情報シス 後
1180720010,東京農工大 農  前
1180720020,東京農工大 農  後
1180720110,東京農工大 農 応用生物科学 前
1180720120,東京農工大 農 応用生物科学 後
1180720510,東京農工大 農 地域生態シス 前
1180720520,東京農工大 農 地域生態シス 後
1180721010,東京農工大 農 生物生産 前
1180721020,東京農工大 農 生物生産 後
1180721510,東京農工大 農 環境資源科学 前
1180721520,東京農工大 農 環境資源科学 後
1180721610,東京農工大 農 共同獣医 前
1180721620,東京農工大 農 共同獣医 後
1135470010,電気通信大 情報理工  前
1135470020,電気通信大 情報理工  後
1135471410,電気通信大 情報理工 Ⅰ類・情報系 前
1135471420,電気通信大 情報理工 Ⅰ類・情報系 後
1135471510,電気通信大 情報理工 Ⅱ類・融合系 前
1135471520,電気通信大 情報理工 Ⅱ類・融合系 後
1135471610,電気通信大 情報理工 Ⅲ類・理工系 前
1135471620,電気通信大 情報理工 Ⅲ類・理工系 後
1190180010,横浜国立大 経済  前
1190180020,横浜国立大 経済  後
1190180610,横浜国立大 経済 経済 前
1190180620,横浜国立大 経済 経済 後
1190180710,横浜国立大 経済 経済／ＤＳＥ 前
1190180720,横浜国立大 経済 経済／ＤＳＥ 後
1190180810,横浜国立大 経済 経済／ＬＢＥ 前
1190180820,横浜国立大 経済 経済／ＬＢＥ 後
1190190010,横浜国立大 経営  前
1190190020,横浜国立大 経営  後
1190190210,横浜国立大 経営 経営 前
1190190220,横浜国立大 経営 経営 後
1190190510,横浜国立大 経営 経営／ＤＳＥ 前
1190190520,横浜国立大 経営 経営／ＤＳＥ 後
1190300010,横浜国立大 教育  前
1190300310,横浜国立大 教育 学校／言文社 前
1190300410,横浜国立大 教育 学校／自然生 前
1190300510,横浜国立大 教育 学校／音楽 前
1190300610,横浜国立大 教育 学校／美術 前
1190300710,横浜国立大 教育 学校／保健体 前
1190300810,横浜国立大 教育 学校／心理学 前
1190300910,横浜国立大 教育 学校／特別支 前
1190370010,横浜国立大 都市科学  前
1190370020,横浜国立大 都市科学  後
1190370110,横浜国立大 都市科学 都市社会共生 前
1190370120,横浜国立大 都市科学 都市社会共生 後
1190370210,横浜国立大 都市科学 建築 前
1190370220,横浜国立大 都市科学 建築 後
1190370310,横浜国立大 都市科学 都市基盤 前
1190370320,横浜国立大 都市科学 都市基盤 後
1190370410,横浜国立大 都市科学 環境リスク共 前
1190370420,横浜国立大 都市科学 環境リスク共 後
1190470010,横浜国立大 理工  前
1190470020,横浜国立大 理工  後
1190470810,横浜国立大 理工 数物／数理科 前
1190470820,横浜国立大 理工 数物／数理科 後
1190470910,横浜国立大 理工 数物／物理工 前
1190470920,横浜国立大 理工 数物／物理工 後
1190471010,横浜国立大 理工 数物／電子情 前
1190471020,横浜国立大 理工 数物／電子情 後
1190471110,横浜国立大 理工 数物／情報工 前
1190471120,横浜国立大 理工 数物／情報工 後
1190471310,横浜国立大 理工 機械／機械工 前
1190471320,横浜国立大 理工 機械／機械工 後
1190471410,横浜国立大 理工 機械／材料工 前
1190471420,横浜国立大 理工 機械／材料工 後
1190471510,横浜国立大 理工 機械／海洋空 前
1190471520,横浜国立大 理工 機械／海洋空 後
1190471610,横浜国立大 理工 化学・生命系 前
1190471620,横浜国立大 理工 化学・生命系 後
1225300010,福井大 教育  前
1225300020,福井大 教育  後
1225300215,福井大 教育 学校／中等教 前
1225300217,福井大 教育 学校／中等教 前
1225300218,福井大 教育 学校／中等教 前
1225300219,福井大 教育 学校／中等教 前
1225300220,福井大 教育 学校／中等教 後
1225300311,福井大 教育 学校／初等教 前
1225300312,福井大 教育 学校／初等教 前
1225300313,福井大 教育 学校／初等教 前
1225300314,福井大 教育 学校／初等教 前
1225300320,福井大 教育 学校／初等教 後
1225330010,福井大 国際地域  前
1225330020,福井大 国際地域  後
1225330110,福井大 国際地域 国際地域 前
1225330120,福井大 国際地域 国際地域 後
1225460010,福井大 工  前
1225460020,福井大 工  後
1225461010,福井大 工 機械・シス工 前
1225461020,福井大 工 機械・シス工 後
1225461110,福井大 工 電気電子情報 前
1225461120,福井大 工 電気電子情報 後
1225461210,福井大 工 建築・都市環 前
1225461220,福井大 工 建築・都市環 後
1225461310,福井大 工 物質・生命化 前
1225461320,福井大 工 物質・生命化 後
1225461410,福井大 工 応用物理 前
1225461420,福井大 工 応用物理 後
1225550010,福井大 医  前
1225550020,福井大 医  後
1225550110,福井大 医 医 前
1225550120,福井大 医 医 後
1225550210,福井大 医 看護 前
1225550220,福井大 医 看護 後
1200460010,長岡技術科学大 工  前
1200461310,長岡技術科学大 工 工学 前
1220370010,金沢大 融合学域  前
1220370111,金沢大 融合学域 先導学類 前
1220370112,金沢大 融合学域 先導学類 前
1220370211,金沢大 融合学域 観光デザイン 前
1220370212,金沢大 融合学域 観光デザイン 前
1220370311,金沢大 融合学域 スマート創成 前
1220370312,金沢大 融合学域 スマート創成 前
1220910010,金沢大 人間社会  前
1220910110,金沢大 人間社会 人文学類 前
1220910210,金沢大 人間社会 法学類 前
1220910310,金沢大 人間社会 経済学類 前
1220910411,金沢大 人間社会 学校教育学類 前
1220910412,金沢大 人間社会 学校教育学類 前
1220910510,金沢大 人間社会 地域創造学類 前
1220910610,金沢大 人間社会 国際学類 前
1220920010,金沢大 理工学域  前
1220920110,金沢大 理工学域 数物科学類 前
1220920210,金沢大 理工学域 物質化学類 前
1220920310,金沢大 理工学域 機械工学類 前
1220921110,金沢大 理工学域 地球社会基盤 前
1220921210,金沢大 理工学域 生命理工学類 前
1220921310,金沢大 理工学域 フロンティア 前
1220921410,金沢大 理工学域 電子情報通信 前
1220930010,金沢大 医薬保健  前
1220930110,金沢大 医薬保健 医学類 前
1220930310,金沢大 医薬保健 保健／看護学 前
1220930410,金沢大 医薬保健 保健／診療放 前
1220930510,金沢大 医薬保健 保健／医療検 前
1220930810,金沢大 医薬保健 薬学類 前
1220930910,金沢大 医薬保健 医薬科学類 前
1220931010,金沢大 医薬保健 保健／理・作 前
1220940010,金沢大 文系一括  前
1220950010,金沢大 理系一括  前
1245470010,信州大 繊維  前
1245470020,信州大 繊維  後
1245470110,信州大 繊維 応用生物科学 前
1245470120,信州大 繊維 応用生物科学 後
1245472110,信州大 繊維 先進繊維・感 前
1245472120,信州大 繊維 先進繊維・感 後
1245472210,信州大 繊維 機械・ロボッ 前
1245472220,信州大 繊維 機械・ロボッ 後
1245472310,信州大 繊維 化学・材料 前
1245472320,信州大 繊維 化学・材料 後
1245550010,信州大 医  前
1245550020,信州大 医  後
1245550110,信州大 医 医 前
1245550310,信州大 医 保健／看護学 前
1245550320,信州大 医 保健／看護学 後
1245550410,信州大 医 保健／検査技 前
1245550420,信州大 医 保健／検査技 後
1245550510,信州大 医 保健／理学療 前
1245550610,信州大 医 保健／作業療 前
1245550620,信州大 医 保健／作業療 後
1245720010,信州大 農  前
1245720020,信州大 農  後
1245720410,信州大 農 農学／生命食 前
1245720420,信州大 農 農学／生命食 後
1245720710,信州大 農 農学／山岳圏 前
1245720720,信州大 農 農学／山岳圏 後
1245720910,信州大 農 農学／食料生 前
1245720920,信州大 農 農学／食料生 後
1245721010,信州大 農 農学／地域協 前
1250210010,岐阜大 社会シス  前
1250300010,岐阜大 教育  前
1250306210,岐阜大 教育 学校／国語 前
1250306710,岐阜大 教育 学校／数学 前
1250307210,岐阜大 教育 学校／音楽 前
1250307310,岐阜大 教育 学校／美術 前
1250307410,岐阜大 教育 学校／保健体 前
1250307510,岐阜大 教育 学校／技術 前
1250307610,岐阜大 教育 学校／家政 前
1250307710,岐阜大 教育 学校／英語 前
1250308410,岐阜大 教育 学校／教育心 前
1250308510,岐阜大 教育 学校／学校教 前
1250308710,岐阜大 教育 学校／理科 前
1250308810,岐阜大 教育 学校／特別支 前
1250308910,岐阜大 教育 学校／社会科 前
1250370010,岐阜大 地域科学  前
1250370020,岐阜大 地域科学  後
1250460010,岐阜大 工  前
1250460020,岐阜大 工  後
1250460410,岐阜大 工 社会基盤工 前
1250460420,岐阜大 工 社会基盤工 後
1250461210,岐阜大 工 機械／機械 前
1250461220,岐阜大 工 機械／機械 後
1250461310,岐阜大 工 機械／知能機 前
1250461320,岐阜大 工 機械／知能機 後
1250461410,岐阜大 工 化学／物質化 前
1250461420,岐阜大 工 化学／物質化 後
1250461510,岐阜大 工 化学／生命化 前
1250461520,岐阜大 工 化学／生命化 後
1250461810,岐阜大 工 電気／電気電 前
1250461820,岐阜大 工 電気／電気電 後
1250461910,岐阜大 工 電気／情報 前
1250461920,岐阜大 工 電気／情報 後
1250462010,岐阜大 工 電気／応用物 前
1250462020,岐阜大 工 電気／応用物 後
1250550010,岐阜大 医  前
1250550020,岐阜大 医  後
1250550110,岐阜大 医 医 前
1250550210,岐阜大 医 看護 前
1250550220,岐阜大 医 看護 後
1250740010,岐阜大 応用生物  前
1250740020,岐阜大 応用生物  後
1250740410,岐阜大 応用生物 共同獣医 前
1250740510,岐阜大 応用生物 応用生命化 前
1250740520,岐阜大 応用生物 応用生命化 後
1250740610,岐阜大 応用生物 食農生命科学 前
1250740620,岐阜大 応用生物 食農生命科学 後
1250740710,岐阜大 応用生物 生物圏環境 前
1250740720,岐阜大 応用生物 生物圏環境 後
1255270010,静岡大 人文社会  前
1255270020,静岡大 人文社会  後
1255270110,静岡大 人文社会 社会 前
1255270120,静岡大 人文社会 社会 後
1255270210,静岡大 人文社会 言語文化 前
1255270310,静岡大 人文社会 法 前
1255270320,静岡大 人文社会 法 後
1255270410,静岡大 人文社会 経済 前
1255300010,静岡大 教育  前
1255300020,静岡大 教育  後
1255303710,静岡大 教育 学校／教育実 前
1255303720,静岡大 教育 学校／教育実 後
1255303810,静岡大 教育 学校／教育心 前
1255304010,静岡大 教育 学校／幼児教 前
1255304310,静岡大 教育 学校／特別支 前
1255304320,静岡大 教育 学校／特別支 後
1255304410,静岡大 教育 学校／国語 前
1255304420,静岡大 教育 学校／国語 後
1255304510,静岡大 教育 学校／社会科 前
1255304610,静岡大 教育 学校／数学 前
1255304620,静岡大 教育 学校／数学 後
1255304710,静岡大 教育 学校／理科 前
1255304720,静岡大 教育 学校／理科 後
1255304810,静岡大 教育 学校／音楽 前
1255304910,静岡大 教育 学校／美術 前
1255304920,静岡大 教育 学校／美術 後
1255305010,静岡大 教育 学校／保健体 前
1255305110,静岡大 教育 学校／技術 前
1255305210,静岡大 教育 学校／家庭科 前
1255305220,静岡大 教育 学校／家庭科 後
1255305310,静岡大 教育 学校／英語 前
1255306310,静岡大 教育 学校／初等学 前
1255306410,静岡大 教育 学校／養護教 前
1255306420,静岡大 教育 学校／養護教 後
1255370010,静岡大 情報  前
1255370020,静岡大 情報  後
1255370110,静岡大 情報 情報科学 前
1255370120,静岡大 情報 情報科学 後
1255370210,静岡大 情報 情報社会 前
1255370220,静岡大 情報 情報社会 後
1255370310,静岡大 情報 行動情報 前
1255370320,静岡大 情報 行動情報 後
1255390010,静岡大 グローバ  前
1255390020,静岡大 グローバ  後
1255390110,静岡大 グローバ グローバル共 前
1255390120,静岡大 グローバ グローバル共 後
1255420010,静岡大 理  前
1255420020,静岡大 理  後
1255420110,静岡大 理 化学 前
1255420120,静岡大 理 化学 後
1255420210,静岡大 理 数学 前
1255420220,静岡大 理 数学 後
1255420310,静岡大 理 生物科学 前
1255420320,静岡大 理 生物科学 後
1255420410,静岡大 理 地球科学 前
1255420420,静岡大 理 地球科学 後
1255420510,静岡大 理 物理 前
1255420520,静岡大 理 物理 後
1255420710,静岡大 理 創造理学 前
1255420720,静岡大 理 創造理学 後
1255460010,静岡大 工  前
1255460020,静岡大 工  後
1255460210,静岡大 工 機械工 前
1255460220,静岡大 工 機械工 後
1255460610,静岡大 工 電気電子工 前
1255460620,静岡大 工 電気電子工 後
1255460910,静岡大 工 電子物質科学 前
1255460920,静岡大 工 電子物質科学 後
1255461010,静岡大 工 化学バイオ工 前
1255461020,静岡大 工 化学バイオ工 後
1255461110,静岡大 工 数理シス工 前
1255461120,静岡大 工 数理シス工 後
1255720010,静岡大 農  前
1255720020,静岡大 農  後
1255720610,静岡大 農 生物資源科学 前
1255720620,静岡大 農 生物資源科学 後
1255720710,静岡大 農 応用生命科学 前
1255720720,静岡大 農 応用生命科学 後
1260550010,浜松医大 医  前
1260550020,浜松医大 医  後
1260550111,浜松医大 医 医 前
1260550112,浜松医大 医 医 前
1260550120,浜松医大 医 医 後
1260550210,浜松医大 医 看護 前
1265300010,愛知教育大 教育  前
1265300020,愛知教育大 教育  後
1265300210,愛知教育大 教育 学校／義音楽 前
1265300220,愛知教育大 教育 学校／義音楽 後
1265300310,愛知教育大 教育 学校／義図画 前
1265300320,愛知教育大 教育 学校／義図画 後
1265300410,愛知教育大 教育 学校／義保健 前
1265300420,愛知教育大 教育 学校／義保健 後
1265300510,愛知教育大 教育 学校／義もの 前
1265300610,愛知教育大 教育 学校／義家庭 前
1265300620,愛知教育大 教育 学校／義家庭 後
1265300710,愛知教育大 教育 学校／義英語 前
1265300810,愛知教育大 教育 学校／高国語 前
1265300820,愛知教育大 教育 学校／高国語 後
1265300910,愛知教育大 教育 学校／高地歴 前
1265300920,愛知教育大 教育 学校／高地歴 後
1265301010,愛知教育大 教育 学校／高数学 前
1265301020,愛知教育大 教育 学校／高数学 後
1265301110,愛知教育大 教育 学校／高理科 前
1265301120,愛知教育大 教育 学校／高理科 後
1265301210,愛知教育大 教育 学校／高英語 前
1265301220,愛知教育大 教育 学校／高英語 後
1265306710,愛知教育大 教育 教育／心理 前
1265306720,愛知教育大 教育 教育／心理 後
1265306810,愛知教育大 教育 教育／福祉 前
1265306820,愛知教育大 教育 教育／福祉 後
1265306910,愛知教育大 教育 教育／教育ガ 前
1265306920,愛知教育大 教育 教育／教育ガ 後
1265307010,愛知教育大 教育 学校／幼児教 前
1265307020,愛知教育大 教育 学校／幼児教 後
1265309010,愛知教育大 教育 学校／特別支 前
1265309020,愛知教育大 教育 学校／特別支 後
1265309110,愛知教育大 教育 学校／養護教 前
1265309120,愛知教育大 教育 学校／養護教 後
1265309210,愛知教育大 教育 学校／義学校 前
1265309220,愛知教育大 教育 学校／義学校 後
1265309310,愛知教育大 教育 学校／義生活 前
1265309410,愛知教育大 教育 学校／義ＩＣ 前
1265309510,愛知教育大 教育 学校／義日本 前
1265309520,愛知教育大 教育 学校／義日本 後
1265309610,愛知教育大 教育 学校／義国語 前
1265309620,愛知教育大 教育 学校／義国語 後
1265309710,愛知教育大 教育 学校／義社会 前
1265309720,愛知教育大 教育 学校／義社会 後
1265309810,愛知教育大 教育 学校／義算数 前
1265309820,愛知教育大 教育 学校／義算数 後
1265309910,愛知教育大 教育 学校／義理科 前
1265309920,愛知教育大 教育 学校／義理科 後
1270460010,豊橋技術科学大 工  前
1275010010,名古屋大 文  前
1275010410,名古屋大 文 人文 前
1275120010,名古屋大 法  前
1275120310,名古屋大 法 法律・政治 前
1275180010,名古屋大 経済  前
1275300010,名古屋大 教育  前
1275300310,名古屋大 教育 人間発達科学 前
1275380010,名古屋大 情報  前
1275380110,名古屋大 情報 自然情報 前
1275380210,名古屋大 情報 人間・社会情 前
1275380310,名古屋大 情報 コンピュータ 前
1275420010,名古屋大 理  前
1275460010,名古屋大 工  前
1275461310,名古屋大 工 物理工 前
1275461410,名古屋大 工 環境土木・建 前
1275461510,名古屋大 工 化学生命工 前
1275461610,名古屋大 工 マテリアル工 前
1275461710,名古屋大 工 電気電子情報 前
1275461810,名古屋大 工 機械・航空宇 前
1275461910,名古屋大 工 エネルギー理 前
1275550010,名古屋大 医  前
1275550020,名古屋大 医  後
1275550111,名古屋大 医 医 前
1275550112,名古屋大 医 医 前
1275550120,名古屋大 医 医 後
1275550310,名古屋大 医 保健／看護学 前
1275550410,名古屋大 医 保健／放射線 前
1275550510,名古屋大 医 保健／検査技 前
1275550610,名古屋大 医 保健／理学療 前
1275550710,名古屋大 医 保健／作業療 前
1275720010,名古屋大 農  前
1275720310,名古屋大 農 生物環境科学 前
1275720410,名古屋大 農 資源生物科学 前
1275720510,名古屋大 農 応用生命科学 前
1280460010,名古屋工大 工  前
1280460020,名古屋工大 工  後
1280461310,名古屋工大 工 情報工 前
1280461320,名古屋工大 工 情報工 後
1280461610,名古屋工大 工 生命・応用化 前
1280461620,名古屋工大 工 生命・応用化 後
1280461710,名古屋工大 工 物理工 前
1280461720,名古屋工大 工 物理工 後
1280461810,名古屋工大 工 電気・機械工 前
1280461820,名古屋工大 工 電気・機械工 後
1280461910,名古屋工大 工 社会／建築デ 前
1280461920,名古屋工大 工 社会／建築デ 後
1280462010,名古屋工大 工 社会／環境都 前
1280462020,名古屋工大 工 社会／環境都 後
1280462110,名古屋工大 工 社会／経営シ 前
1280462120,名古屋工大 工 社会／経営シ 後
1280462310,名古屋工大 工 創造／材料エ 前
1280462320,名古屋工大 工 創造／材料エ 後
1280462410,名古屋工大 工 創造／情報社 前
1280462420,名古屋工大 工 創造／情報社 後
1285020010,三重大 人文  前
1285020020,三重大 人文  後
1285020110,三重大 人文 法律経済 前
1285020120,三重大 人文 法律経済 後
1285020210,三重大 人文 文化 前
1285020220,三重大 人文 文化 後
1285300010,三重大 教育  前
1285300020,三重大 教育  後
1285303810,三重大 教育 学校／特別支 前
1285303820,三重大 教育 学校／特別支 後
1285303910,三重大 教育 学校／幼児教 前
1285305010,三重大 教育 学校／国語初 前
1285305020,三重大 教育 学校／国語初 後
1285305110,三重大 教育 学校／国語中 前
1285305120,三重大 教育 学校／国語中 後
1285305210,三重大 教育 学校／社会初 前
1285305220,三重大 教育 学校／社会初 後
1285305310,三重大 教育 学校／社会中 前
1285305320,三重大 教育 学校／社会中 後
1285305410,三重大 教育 学校／理科初 前
1285305510,三重大 教育 学校／理科中 前
1285305610,三重大 教育 学校／音楽初 前
1285305620,三重大 教育 学校／音楽初 後
1285305710,三重大 教育 学校／音楽中 前
1285305810,三重大 教育 学校／美術初 前
1285305910,三重大 教育 学校／美術中 前
1285306010,三重大 教育 学校／保体初 前
1285306020,三重大 教育 学校／保体初 後
1285306110,三重大 教育 学校／保体中 前
1285306120,三重大 教育 学校／保体中 後
1285306210,三重大 教育 学校／技術初 前
1285306310,三重大 教育 学校／技術中 前
1285306410,三重大 教育 学校／家政初 前
1285306510,三重大 教育 学校／家政中 前
1285306610,三重大 教育 学校／英語初 前
1285306710,三重大 教育 学校／英語中 前
1285306810,三重大 教育 学校／教育学 前
1285306910,三重大 教育 学校／教育心 前
1285307010,三重大 教育 学校／数学初 前
1285307110,三重大 教育 学校／数学中 前
1285460010,三重大 工  前
1285460020,三重大 工  後
1285460810,三重大 工 総合／機械工 前
1285460820,三重大 工 総合／機械工 後
